quadrosTotal,quadrosCalls,calls,quadrosSelfTime,selfTime,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,1,,0.00,,0.12,,3600
,,1,,0.00,,0.15,,3600
65,65,1,65,0.00,65,0.12,65,3600
,,1,,0.00,,0.12,,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.15,,3600
,,1,,0.00,,0.15,,3600
70,70,1,70,0.00,70,0.15,70,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.13,,3600
75,75,,75,,75,,75,
,,6,,0.02,,0.36,,0
,,3,,0.00,,0.23,,0
,,1,,0.00,,0.06,,0
,,1,,0.00,,0.07,,0
80,80,1,80,0.00,80,0.07,80,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.07,,0
85,85,1,85,0.00,85,0.07,85,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.08,,0
90,90,1,90,0.00,90,0.07,90,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.10,,0
95,95,1,95,0.00,95,0.06,95,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.06,,0
100,100,1,100,0.00,100,0.08,100,0
,,1,,0.00,,0.06,,0
,,1,,0.00,,0.06,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.07,,0
105,105,1,105,0.00,105,0.08,105,0
,,2,,0.00,,0.94,,72
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.09,,0
,,1,,0.00,,0.08,,0
110,110,1,110,0.00,110,0.08,110,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.09,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.08,,0
115,115,1,115,0.00,115,0.10,115,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.09,,0
,,1,,0.00,,0.09,,0
,,1,,0.00,,0.09,,0
120,120,1,120,0.00,120,0.08,120,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.09,,0
125,125,1,125,0.00,125,0.08,125,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.08,,0
130,130,1,130,0.00,130,0.08,130,0
,,1,,0.00,,0.08,,0
,,1,,0.00,,0.18,,0
,,1,,0.00,,0.07,,0
,,1,,0.00,,0.13,,0
135,135,1,135,0.00,135,0.06,135,0
,,1,,0.00,,0.22,,3600
,,1,,0.00,,0.22,,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.13,,3600
140,140,1,140,0.00,140,0.12,140,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.15,,3600
,,1,,0.00,,0.14,,3600
145,145,1,145,0.00,145,0.12,145,3600
,,1,,0.00,,0.15,,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.13,,3600
150,150,1,150,0.00,150,0.13,150,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.13,,3600
,,1,,0.00,,0.13,,3600
155,155,1,155,0.00,155,0.15,155,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.15,,3600
,,1,,0.00,,0.13,,3600
160,160,1,160,0.00,160,0.13,160,3600
,,1,,0.00,,0.14,,3600
,,1,,0.00,,0.15,,3600
,,2,,0.00,,0.55,,7100
END,END,END,END,END,END,END,END,END
